,,cCpu0TIME,cCpu1TIME,cCpu2TIME,cCpu3TIME,cCpu4TIME,cCpu5TIME,cCpu6TIME,cCpu7TIME,cCpuTime,cCpuTimeKernelMode,cCpuTimeUserMode,cDiskReadBytes,cDiskSectorIO,cDiskWriteBytes,cId,cMemoryMaxUsed,cMemoryUsed,cMetricType,cNetworkBytesRecvd,cNetworkBytesSent,cNumProcesses,cNumProcessors,currentTime,pMetricType,vCpuContextSwitches,vCpuIdleTime,vCpuMhz,vCpuNice,vCpuSteal,vCpuTime,vCpuTimeIOWait,vCpuTimeIntSrvc,vCpuTimeKernelMode,vCpuTimeSoftIntSrvc,vCpuTimeUserMode,vCpuType,vDiskMergedReads,vDiskMergedWrites,vDiskReadTime,vDiskSectorReads,vDiskSectorWrites,vDiskSuccessfulReads,vDiskSuccessfulWrites,vDiskWriteTime,vId,vLoadAvg,vMemoryBuffers,vMemoryCached,vMemoryFree,vMemoryTotal,vMetricType,vNetworkBytesRecvd,vNetworkBytesSent
2018_12_05__02_44_06.json,44,852431921,912080328,2762103000,44305144761,895039913,878129236,2062113309,1436607327,54057008766,573,4760,0,0,186535936,f9bd510f3f01,2819813376,2013196288,Container level,25960534,110249,3,8,1543977846,Process level,1354303,1452973,2300.108,0,5340,89303,4839,0,9179,12,80124,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4325,29080,771463,9547576,9203,41804,5207760,unavailable,0.85,34920,475380,30211204,32939556,VM level,25960534,110249
2018_12_05__02_44_07.json,45,871875365,931643557,2789042182,45372093382,911532802,899248556,2085395033,1468995666,55286429587,661,4794,0,0,186540032,f9bd510f3f01,3997188096,3995447296,Container level,25960534,110249,3,8,1543977847,Process level,1355541,1453719,2300.108,0,5340,89426,4839,0,9266,12,80160,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4326,29080,771463,9547632,9203,41810,5207760,unavailable,0.85,34920,475384,28325380,32939556,VM level,25960534,110249
2018_12_05__02_44_09.json,47,890622716,951660227,2803472028,46458260229,931017008,921347794,2106519742,1495934659,56512467120,721,4854,0,0,186544128,f9bd510f3f01,5240057856,5239881728,Container level,25960534,110249,3,8,1543977849,Process level,1356778,1454465,2300.108,0,5340,89546,4839,0,9329,12,80217,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4326,29080,771463,9547640,9203,41811,5207764,unavailable,0.85,34920,475388,27059972,32939556,VM level,25960534,110249
2018_12_05__02_44_10.json,48,911047089,973571887,2830351760,47535904701,951359048,936283454,2129694287,1515722255,57737228514,730,4966,0,0,186548224,f9bd510f3f01,5241671680,5237833728,Container level,25960534,110249,3,8,1543977850,Process level,1357956,1455209,2300.108,0,5340,89667,4839,0,9337,12,80330,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4326,29080,771463,9547648,9203,41812,5207764,unavailable,0.85,34920,475388,27059980,32939556,VM level,25960534,110249
2018_12_05__02_44_11.json,49,929490374,994099008,2850960211,48618355481,968527649,957039025,2151823719,1541417621,58964329382,741,5077,0,0,186552320,f9bd510f3f01,5242085376,5238640640,Container level,25960534,110249,3,8,1543977851,Process level,1359197,1455953,2300.108,0,5340,89787,4839,0,9346,12,80441,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4326,29080,771463,9547656,9203,41813,5207764,unavailable,0.85,34920,475396,27058828,32939556,VM level,25960534,110249
2018_12_05__02_44_12.json,50,948748454,1013897277,2872586957,49700721029,988991892,973541112,2173215710,1564575078,60193689918,754,5185,0,0,186556416,f9bd510f3f01,5242085376,3625508864,Container level,25960534,110249,3,8,1543977852,Process level,1360395,1456698,2300.108,0,5340,89908,4839,0,9360,12,80548,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4326,29080,771463,9547664,9203,41814,5207764,unavailable,0.86,34920,475400,28636056,32939556,VM level,25960534,110249
2018_12_05__02_44_13.json,51,969890795,1035287024,2892424321,50783320079,1007428695,993179282,2191413961,1594624973,61419497984,761,5298,0,0,186560512,f9bd510f3f01,5242085376,3623497728,Container level,25960534,110249,3,8,1543977853,Process level,1361709,1457441,2300.108,0,5340,90030,4839,0,9368,12,80662,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4352,29080,771463,9547928,9203,41821,5207772,unavailable,0.86,34928,475400,28634940,32939556,VM level,25960534,110249
2018_12_05__02_44_14.json,52,992491110,1053683743,2911505046,51864611326,1024939441,1014405029,2211244664,1618783754,62645496645,772,5409,0,0,186564608,f9bd510f3f01,5242085376,3623559168,Container level,25960534,110249,3,8,1543977854,Process level,1362902,1458187,2300.108,0,5341,90151,4839,0,9378,12,80773,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4352,29080,771463,9547936,9203,41822,5207772,unavailable,0.86,34928,475408,28634892,32939556,VM level,25960534,110249
2018_12_05__02_44_15.json,53,1013590528,1077134204,2927932481,52944688939,1044409815,1037062199,2231953434,1640004646,63873673956,780,5522,0,0,186568704,f9bd510f3f01,5242085376,3624534016,Container level,25960534,110249,3,8,1543977855,Process level,1364128,1458932,2300.108,0,5341,90272,4839,0,9388,12,80884,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4352,29080,771463,9547944,9203,41823,5207772,unavailable,0.86,34928,475412,28635304,32939556,VM level,25960534,110249
2018_12_05__02_44_16.json,54,1028795360,1095787062,2947497715,54030179487,1063750383,1057304985,2254611246,1667173182,65098468692,792,5633,0,0,186572800,f9bd510f3f01,5242085376,3623202816,Container level,25960534,110249,3,8,1543977856,Process level,1365339,1459676,2300.108,0,5341,90393,4839,0,9396,12,80997,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4352,29080,771463,9547952,9203,41824,5207776,unavailable,0.87,34928,475416,28635452,32939556,VM level,25960534,110249
2018_12_05__02_44_17.json,55,1047845403,1113004142,2969926205,55108414313,1083646443,1075662292,2278898864,1692413022,66323316979,803,5745,0,0,186576896,f9bd510f3f01,5242085376,3626442752,Container level,25960534,110249,3,8,1543977857,Process level,1366558,1460421,2300.108,0,5341,90519,4839,0,9409,12,81110,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4352,29080,771463,9547960,9203,41825,5207776,unavailable,0.87,34928,475420,28634808,32939556,VM level,25960534,110249
2018_12_05__02_44_18.json,56,1064035415,1135229770,2992541791,56188249464,1104374609,1095431556,2295671017,1718055553,67550646051,810,5856,0,0,186580992,f9bd510f3f01,5242085376,3624718336,Container level,25960534,110249,3,8,1543977858,Process level,1367803,1461167,2300.108,0,5341,90637,4839,0,9417,12,81220,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4359,29080,771463,9548112,9203,41837,5207776,unavailable,0.87,34928,475424,28635004,32939556,VM level,25960534,110249
2018_12_05__02_44_19.json,57,1084326086,1154391035,3017811575,57270805158,1122655445,1116133985,2317596336,1738935012,68776067773,820,5968,0,0,186585088,f9bd510f3f01,5242085376,3626147840,Container level,25960534,110249,3,8,1543977859,Process level,1369147,1461911,2300.108,0,5341,90759,4839,0,9427,12,81332,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4359,29080,771463,9548120,9203,41838,5207780,unavailable,0.87,34928,475428,28633984,32939556,VM level,25960534,110249
2018_12_05__02_44_20.json,58,1102793798,1176073136,3040245278,58351673426,1136697885,1138202151,2339835346,1762567582,70004404935,828,6080,0,0,186589184,f9bd510f3f01,5242085376,3621412864,Container level,25960534,110249,3,8,1543977860,Process level,1370375,1462658,2300.108,0,5341,90880,4839,0,9436,12,81444,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4359,29080,771463,9548128,9203,41839,5207780,unavailable,0.87,34928,475432,28634824,32939556,VM level,25960534,110249
2018_12_05__02_44_22.json,60,1124644577,1194387711,3063498060,59424266240,1157620234,1157753616,2360320967,1789084987,71229570161,840,6191,0,0,186593280,f9bd510f3f01,5242085376,3624701952,Container level,25960534,110249,3,8,1543977862,Process level,1371646,1463402,2300.108,0,5341,91002,4839,0,9447,12,81555,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4359,29080,771463,9548136,9203,41840,5207784,unavailable,0.88,34928,475436,28634072,32939556,VM level,25960534,110249
2018_12_05__02_44_23.json,61,1143577143,1209280996,3087775917,60503399100,1178870164,1173055517,2386443578,1817442621,72452301526,846,6304,0,0,186597376,f9bd510f3f01,5242085376,3626971136,Container level,25960534,110249,3,8,1543977863,Process level,1372907,1464146,2300.108,0,5341,91124,4839,0,9456,12,81668,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4359,29080,771463,9548144,9203,41841,5207784,unavailable,0.88,34928,475440,28635036,32939556,VM level,25960534,110249
2018_12_05__02_44_24.json,62,1162410009,1233273218,3106248035,61582318263,1196343792,1193466823,2405340854,1849179898,73680748269,857,6415,0,0,186601472,f9bd510f3f01,5242085376,3624501248,Container level,25960534,110249,3,8,1543977864,Process level,1374125,1464891,2300.108,0,5341,91243,4839,0,9464,12,81779,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4361,29080,771463,9548200,9203,41846,5207784,unavailable,0.88,34928,475444,28634168,32939556,VM level,25960534,110249
2018_12_05__02_44_25.json,63,1184251322,1250638157,3131148120,62664427280,1212258427,1211785316,2424695367,1873043083,74906273594,868,6525,0,0,186605568,f9bd510f3f01,5242085376,3624230912,Container level,25960534,110249,3,8,1543977865,Process level,1375327,1465638,2300.108,0,5341,91365,4839,0,9474,12,81891,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4361,29080,771463,9548208,9203,41847,5207784,unavailable,0.88,34928,475448,28634444,32939556,VM level,25960534,110249
2018_12_05__02_44_26.json,64,1201790136,1271349138,3153149541,63746192135,1227389614,1232745762,2450012065,1895641242,76132438309,875,6639,0,0,186609664,f9bd510f3f01,5242085376,3624095744,Container level,25960534,110249,3,8,1543977866,Process level,1376648,1466382,2300.108,0,5341,91486,4839,0,9483,12,82003,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4361,29080,771463,9548216,9203,41848,5207784,unavailable,0.88,34928,475452,28633816,32939556,VM level,25960534,110249
2018_12_05__02_44_27.json,65,1217794033,1286823648,3173602967,64824580796,1249165855,1253584137,2467678007,1928660502,77355656208,885,6750,0,0,186613760,f9bd510f3f01,5242085376,3625988096,Container level,25960534,110249,3,8,1543977867,Process level,1377844,1467125,2300.108,0,5342,91608,4839,0,9492,12,82116,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4361,29080,771463,9548224,9203,41849,5207784,unavailable,0.89,34928,475456,28634384,32939556,VM level,25960534,110249
2018_12_05__02_44_28.json,66,1235836355,1305214402,3192194927,65897342176,1268171036,1276702630,2488802187,1957560233,78579492888,896,6860,0,0,186617856,f9bd510f3f01,5242085376,3625115648,Container level,25960534,110249,3,8,1543977868,Process level,1379069,1467869,2300.108,0,5342,91731,4839,0,9505,12,82226,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4361,29080,771463,9548232,9203,41850,5207784,unavailable,0.89,34928,475460,28634468,32939556,VM level,25960534,110249
2018_12_05__02_44_29.json,67,1255013694,1325743525,3213406375,66977344832,1285855263,1298385954,2508233407,1985686517,79802673465,906,6972,0,0,186621952,f9bd510f3f01,5242085376,3624837120,Container level,25960534,110249,3,8,1543977869,Process level,1380285,1468613,2300.108,0,5342,91852,4839,0,9515,12,82337,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4364,29080,771463,9548288,9203,41854,5207784,unavailable,0.89,34928,475464,28633740,32939556,VM level,25960534,110249
2018_12_05__02_44_30.json,68,1275376813,1350913195,3228149993,68054293876,1313811958,1321075820,2524802347,2005590205,81027301499,918,7082,0,0,186626048,f9bd510f3f01,5242085376,3624644608,Container level,25960534,110249,3,8,1543977870,Process level,1381518,1469358,2300.108,0,5342,91974,4839,0,9526,12,82448,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4364,29080,771463,9548296,9203,41855,5207784,unavailable,0.89,34928,475468,28632860,32939556,VM level,25960534,110249
2018_12_05__02_44_31.json,69,1298743424,1368535569,3246447798,69126963836,1333670275,1341339248,2546898622,2037963549,82253544259,926,7196,0,0,186630144,f9bd510f3f01,5242085376,3624513536,Container level,25960534,110249,3,8,1543977871,Process level,1382767,1470102,2300.108,0,5342,92096,4839,0,9535,12,82561,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4364,29080,771463,9548304,9203,41856,5207784,unavailable,0.9,34928,475472,28634272,32939556,VM level,25960534,110249
2018_12_05__02_44_32.json,70,1315878749,1389716649,3266795149,70203881888,1355169645,1365451222,2566172172,2063131931,83483538863,939,7306,0,0,186634240,f9bd510f3f01,5242085376,3625881600,Container level,25960534,110249,3,8,1543977872,Process level,1384229,1470847,2300.108,0,5342,92218,4839,0,9547,12,82671,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4364,29080,771463,9548312,9203,41857,5207784,unavailable,0.9,34928,475476,28634748,32939556,VM level,25960534,110249
2018_12_05__02_44_33.json,71,1329666571,1411352387,3286158720,71294267426,1372969503,1388878695,2589330051,2088380568,84713601840,949,7418,0,0,186638336,f9bd510f3f01,5242085376,3625738240,Container level,25960534,110249,3,8,1543977873,Process level,1385465,1471594,2300.108,0,5342,92341,4839,0,9558,12,82783,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4364,29080,771463,9548320,9203,41858,5207784,unavailable,0.9,34928,475480,28634316,32939556,VM level,25960534,110249
2018_12_05__02_44_35.json,73,1351893070,1431454018,3305363854,72371059944,1390927736,1412651660,2608999371,2111250065,85937214928,959,7530,0,0,186642432,f9bd510f3f01,5242085376,3625250816,Container level,25960534,110249,3,8,1543977875,Process level,1386684,1472339,2300.108,0,5342,92462,4839,0,9567,12,82895,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4367,29080,771463,9548384,9203,41863,5207784,unavailable,0.9,34928,475484,28634632,32939556,VM level,25960534,110249
2018_12_05__02_44_36.json,74,1374837307,1452209441,3322800593,73452258749,1412694077,1433991605,2626577312,2135367800,87163620941,968,7641,0,0,186646528,f9bd510f3f01,5242085376,3625189376,Container level,25960534,110249,3,8,1543977876,Process level,1387894,1473083,2300.108,0,5342,92585,4839,0,9579,12,83006,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4367,29080,771463,9548392,9203,41864,5207784,unavailable,0.9,34928,475488,28634196,32939556,VM level,25960534,110249
2018_12_05__02_44_37.json,75,1393747286,1475352939,3347248091,74534127884,1429351556,1452920871,2639962473,2162265246,88388215113,979,7752,0,0,186650624,f9bd510f3f01,5242085376,3627024384,Container level,25960534,110249,3,8,1543977877,Process level,1389095,1473828,2300.108,0,5342,92706,4839,0,9589,12,83117,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4367,29080,771463,9548400,9203,41865,5207784,unavailable,0.91,34928,475492,28633544,32939556,VM level,25960534,110249
2018_12_05__02_44_38.json,76,1412296118,1493830527,3372632147,75613156410,1447850624,1475184451,2659025831,2190143037,89616681923,989,7864,0,0,186654720,f9bd510f3f01,5242085376,3624759296,Container level,25960534,110249,3,8,1543977878,Process level,1390354,1474573,2300.108,0,5342,92830,4839,0,9600,12,83230,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4367,29080,771463,9548408,9203,41866,5207788,unavailable,0.91,34928,475496,28634456,32939556,VM level,25960534,110249
2018_12_05__02_44_39.json,77,1427313257,1517857560,3398148059,76692095001,1465815560,1496514696,2677974859,2212378670,90842426175,997,7976,0,0,186658816,f9bd510f3f01,5242085376,3626455040,Container level,25960534,110249,3,8,1543977879,Process level,1391639,1475318,2300.108,0,5342,92949,4839,0,9607,12,83342,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4367,29080,771463,9548416,9203,41867,5207788,unavailable,0.91,34928,475500,28634316,32939556,VM level,25960534,110249
2018_12_05__02_44_40.json,78,1449603937,1531967747,3418368662,77770375110,1485701305,1520016191,2697366273,2237870538,92064314868,1007,8088,0,0,186662912,f9bd510f3f01,5242085376,3623800832,Container level,25960534,110249,3,8,1543977880,Process level,1392821,1476061,2300.108,0,5343,93071,4839,0,9618,12,83453,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4370,29080,771463,9548472,9203,41871,5207788,unavailable,0.91,34928,475504,28634388,32939556,VM level,25960534,110249
2018_12_05__02_44_41.json,79,1472485425,1551977231,3438154007,78847799928,1506285381,1537081899,2719190369,2262643390,93289004501,1018,8200,0,0,186667008,f9bd510f3f01,5242085376,3624693760,Container level,25960534,110249,3,8,1543977881,Process level,1394053,1476806,2300.108,0,5343,93194,4839,0,9629,12,83565,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4370,29080,771463,9548480,9203,41872,5207788,unavailable,0.92,34928,475508,28633284,32939556,VM level,25960534,110249
2018_12_05__02_44_42.json,80,1496101918,1572426416,3464064866,79920471507,1525423998,1551858914,2747658604,2287217093,94518562122,1027,8312,0,0,186671104,f9bd510f3f01,5242085376,3626135552,Container level,25960534,110249,3,8,1543977882,Process level,1395322,1477551,2300.108,0,5343,93315,4839,0,9636,12,83679,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4370,29080,771463,9548488,9203,41873,5207788,unavailable,0.92,34928,475512,28634408,32939556,VM level,25960534,110249
2018_12_05__02_44_43.json,81,1517645358,1593497825,3484365577,80997148392,1543893857,1571835784,2769780286,2311387817,95743010976,1038,8423,0,0,186675200,f9bd510f3f01,5242085376,3626065920,Container level,25960534,110249,3,8,1543977883,Process level,1396575,1478296,2300.108,0,5343,93438,4839,0,9649,12,83789,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4390,29080,771463,9548672,9203,41876,5207788,unavailable,0.92,34936,475516,28633856,32939556,VM level,25960534,110249
2018_12_05__02_44_44.json,82,1540664280,1614761089,3505574976,82074444483,1562129898,1591938507,2786310375,2338704922,96971166323,1047,8535,0,0,186679296,f9bd510f3f01,5242085376,3623968768,Container level,25960534,110249,3,8,1543977884,Process level,1397845,1479042,2300.108,0,5343,93560,4839,0,9659,12,83901,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4390,29080,771463,9548680,9203,41877,5207788,unavailable,0.92,34936,475520,28633504,32939556,VM level,25960534,110249
2018_12_05__02_44_45.json,83,1559655714,1633764697,3523661503,83158436510,1580685986,1613425192,2806735473,2361904332,98192215152,1058,8647,0,0,186683392,f9bd510f3f01,5242085376,3625496576,Container level,25960534,110249,3,8,1543977885,Process level,1399140,1479785,2300.108,0,5343,93681,4839,0,9669,12,84012,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4396,29080,771463,9548808,9203,41887,5207788,unavailable,0.92,34936,475524,28633516,32939556,VM level,25960534,110249
2018_12_05__02_44_46.json,84,1577187842,1659392270,3540400414,84242412558,1598345105,1631560626,2826762519,2383811084,99413934672,1065,8759,0,0,186687488,f9bd510f3f01,5242085376,3625271296,Container level,25960534,110249,3,8,1543977886,Process level,1400371,1480529,2300.108,0,5343,93803,4839,0,9677,12,84126,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4396,29080,771463,9548816,9203,41888,5207792,unavailable,0.92,34936,475528,28634520,32939556,VM level,25960534,110249
2018_12_05__02_44_48.json,86,1593200621,1682986209,3560145752,85320534091,1621900195,1651965043,2845401511,2408868303,100638422339,1075,8869,0,0,186691584,f9bd510f3f01,5242085376,3624865792,Container level,25960534,110249,3,8,1543977888,Process level,1401576,1481273,2300.108,0,5343,93923,4839,0,9686,12,84237,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4396,29080,771463,9548824,9203,41889,5207796,unavailable,0.92,34936,475528,28633504,32939556,VM level,25960534,110249
2018_12_05__02_44_49.json,87,1611065350,1706125301,3584878722,86401576366,1639687855,1669762362,2864737252,2431991215,101867550356,1085,8981,0,0,186695680,f9bd510f3f01,5242085376,3625377792,Container level,25960534,110249,3,8,1543977889,Process level,1402806,1482018,2300.108,0,5343,94044,4839,0,9696,12,84348,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4396,29080,771463,9548832,9203,41890,5207796,unavailable,0.92,34936,475536,28632368,32939556,VM level,25960534,110249
2018_12_05__02_44_50.json,88,1629809507,1723389853,3607088299,87485087872,1659193523,1689213523,2882954380,2463660634,103093731051,1098,9093,0,0,186699776,f9bd510f3f01,5242085376,3627995136,Container level,25960534,110249,3,8,1543977890,Process level,1404137,1482761,2300.108,0,5343,94169,4839,0,9707,12,84462,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4396,29080,771463,9548840,9203,41891,5207796,unavailable,0.92,34936,475536,28632348,32939556,VM level,25960534,110249
2018_12_05__02_44_51.json,89,1652217515,1742818742,3632957019,88558715166,1678307400,1710133844,2902239103,2482841972,104317409720,1108,9204,0,0,186703872,f9bd510f3f01,5242085376,3626594304,Container level,25960534,110249,3,8,1543977891,Process level,1405334,1483506,2300.108,0,5343,94295,4839,0,9722,12,84573,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4399,29080,771463,9548896,9203,41895,5207796,unavailable,0.92,34936,475544,28631708,32939556,VM level,25960534,110249
2018_12_05__02_44_52.json,90,1678960004,1763856356,3649332137,89638076724,1698103288,1729988468,2922506593,2508124611,105541966319,1120,9315,0,0,186707968,f9bd510f3f01,5242085376,3627446272,Container level,25960534,110249,3,8,1543977892,Process level,1406640,1484249,2300.108,0,5343,94416,4839,0,9732,12,84684,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4399,29080,771463,9548904,9203,41896,5207796,unavailable,0.93,34936,475548,28633264,32939556,VM level,25960534,110249
2018_12_05__02_44_53.json,91,1695880164,1788221725,3672886367,90710243128,1721382569,1746817721,2943243475,2529627426,106765904961,1130,9427,0,0,186712064,f9bd510f3f01,5242085376,3626946560,Container level,25960534,110249,3,8,1543977893,Process level,1407869,1484994,2300.108,0,5344,94540,4839,0,9743,12,84797,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4399,29080,771463,9548912,9203,41897,5207796,unavailable,0.93,34936,475552,28631592,32939556,VM level,25960534,110249
2018_12_05__02_44_54.json,92,1713462773,1809564580,3691514483,91792378860,1742618217,1763931770,2962531498,2555585258,107988510820,1138,9540,0,0,186716160,f9bd510f3f01,5242085376,3626897408,Container level,25960534,110249,3,8,1543977894,Process level,1409074,1485738,2300.108,0,5344,94661,4839,0,9752,12,84909,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4399,29080,771463,9548920,9203,41898,5207796,unavailable,0.93,34936,475556,28631180,32939556,VM level,25960534,110249
2018_12_05__02_44_55.json,93,1734682787,1827136888,3711234804,92873193538,1759422306,1785056212,2987103188,2583738306,109214487567,1148,9651,0,0,186720256,f9bd510f3f01,5242085376,3630235648,Container level,25960534,110249,3,8,1543977895,Process level,1410315,1486482,2300.108,0,5344,94781,4839,0,9761,12,85020,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4399,29080,771463,9548928,9203,41899,5207800,unavailable,0.93,34936,475560,28630528,32939556,VM level,25960534,110249
2018_12_05__02_44_56.json,94,1758334721,1843867995,3735359065,93954235397,1779065708,1804917552,3003553533,2606561949,110439643446,1159,9762,0,0,186724352,f9bd510f3f01,5242085376,3630559232,Container level,25960534,110249,3,8,1543977896,Process level,1411542,1487226,2300.108,0,5344,94903,4839,0,9772,12,85131,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4403,29080,771463,9548984,9203,41902,5207800,unavailable,0.94,34936,475564,28630400,32939556,VM level,25960534,110249
2018_12_05__02_44_57.json,95,1777459945,1867291480,3753946613,95033107407,1801029889,1826485271,3023437563,2627154592,111664183616,1167,9873,0,0,186728448,f9bd510f3f01,5242085376,3631828992,Container level,25960534,110249,3,8,1543977897,Process level,1412880,1487970,2300.108,0,5344,95024,4839,0,9781,12,85243,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4403,29080,771463,9548992,9203,41903,5207800,unavailable,0.94,34936,475568,28629312,32939556,VM level,25960534,110249
2018_12_05__02_44_58.json,96,1797238350,1884420035,3775371282,96117082730,1820394193,1847821079,3045523089,2647399247,112888781349,1179,9985,0,0,186732544,f9bd510f3f01,5242085376,3631747072,Container level,25960534,110249,3,8,1543977898,Process level,1414211,1488714,2300.108,0,5344,95147,4839,0,9791,12,85356,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4403,29080,771463,9549000,9203,41904,5207800,unavailable,0.94,34936,475572,28629032,32939556,VM level,25960534,110249
2018_12_05__02_44_59.json,97,1816718335,1904762836,3794459624,97201076259,1838168288,1872173200,3066237715,2665751274,114112810097,1187,10097,0,0,186736640,f9bd510f3f01,5242085376,3631157248,Container level,25960534,110249,3,8,1543977899,Process level,1415410,1489458,2300.108,0,5344,95269,4839,0,9801,12,85468,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4403,29080,771463,9549008,9203,41905,5207804,unavailable,0.94,34936,475576,28629372,32939556,VM level,25960534,110249
2018_12_05__02_45_01.json,98,1834603588,1923558270,3817249045,98285667106,1860726143,1890542224,3084507440,2692996608,115342118058,1197,10209,0,0,186740736,f9bd510f3f01,5242085376,3631656960,Container level,25960534,110249,3,8,1543977901,Process level,1416653,1490203,2300.108,0,5344,95390,4839,0,9810,12,85580,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4403,29080,771463,9549016,9203,41906,5207804,unavailable,0.94,34936,475580,28629020,32939556,VM level,25960534,110249
2018_12_05__02_45_02.json,99,1855602647,1946327644,3839691013,99365669130,1878306717,1910320439,3105752390,2716471537,116574657368,1207,10321,0,0,186744832,f9bd510f3f01,5242085376,3629903872,Container level,25960604,110249,3,8,1543977902,Process level,1417939,1490948,2300.108,0,5344,95512,4839,0,9821,12,85691,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4405,29080,771463,9549072,9203,41911,5207804,unavailable,0.94,34936,475584,28626688,32939556,VM level,25960604,110249
2018_12_05__02_45_03.json,100,1871276463,1965401907,3863661765,100442829634,1899273116,1933770539,3124645332,2748027568,117802514318,1219,10432,0,0,186748928,f9bd510f3f01,5242085376,3631349760,Container level,25960604,110249,3,8,1543977903,Process level,1419200,1491693,2300.108,0,5344,95634,4839,0,9832,12,85802,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4405,29080,771463,9549080,9203,41912,5207808,unavailable,0.94,34936,475588,28626808,32939556,VM level,25960604,110249
2018_12_05__02_45_04.json,101,1894901307,1985465189,3884030843,101519254110,1918612856,1953254286,3144410158,2772050824,119029510404,1225,10543,0,0,186753024,f9bd510f3f01,5242085376,3632959488,Container level,25960604,110249,3,8,1543977904,Process level,1420444,1492438,2300.108,0,5344,95756,4839,0,9842,12,85914,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,384,4405,29080,771463,9549088,9203,41913,5207808,unavailable,0.94,34936,475592,28626780,32939556,VM level,25960604,110249
