,,cCpu0TIME,cCpu1TIME,cCpu2TIME,cCpu3TIME,cCpu4TIME,cCpu5TIME,cCpu6TIME,cCpu7TIME,cCpuTime,cCpuTimeKernelMode,cCpuTimeUserMode,cDiskReadBytes,cDiskSectorIO,cDiskWriteBytes,cId,cMemoryMaxUsed,cMemoryUsed,cMetricType,cNetworkBytesRecvd,cNetworkBytesSent,cNumProcesses,cNumProcessors,currentTime,pMetricType,vCpuContextSwitches,vCpuIdleTime,vCpuMhz,vCpuNice,vCpuSteal,vCpuTime,vCpuTimeIOWait,vCpuTimeIntSrvc,vCpuTimeKernelMode,vCpuTimeSoftIntSrvc,vCpuTimeUserMode,vCpuType,vDiskMergedReads,vDiskMergedWrites,vDiskReadTime,vDiskSectorReads,vDiskSectorWrites,vDiskSuccessfulReads,vDiskSuccessfulWrites,vDiskWriteTime,vId,vLoadAvg,vMemoryBuffers,vMemoryCached,vMemoryFree,vMemoryTotal,vMetricType,vNetworkBytesRecvd,vNetworkBytesSent
2018_12_12__19_29_30.json,56,14201973324,16344220157,17907652210,37675884942,17302093203,17944068257,14344949015,9322940157,144941362580,1028,13267,0,0,186667008,6bad1904105c,3852484608,3846696960,Container level,25962609,94160,11,8,1544642970,Process level,1176501,566010,2300.105,585,4808,164850,2753,0,4903,13,159947,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207599,977664,51488,7851,156384,unavailable,2.53,45492,5845304,22993616,32939552,VM level,25962609,94160
2018_12_12__19_29_31.json,57,14486243147,16686812432,18113322646,38139909475,17874973595,18531642205,14933645487,9870926031,148537255115,1046,13604,0,0,186671104,6bad1904105c,3852881920,3847680000,Container level,25962609,94160,11,8,1544642971,Process level,1178672,566593,2300.105,585,4808,165206,2753,0,4920,13,160286,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207599,977672,51488,7852,156384,unavailable,2.57,45492,5845312,22993080,32939552,VM level,25962609,94160
2018_12_12__19_29_32.json,58,15023374359,16916620506,18540931333,38732028368,18287594193,19101781276,15516960842,10093977170,152132046807,1066,13938,0,0,186675200,6bad1904105c,3853180928,3849252864,Container level,25962609,94160,11,8,1544642972,Process level,1180937,567178,2300.105,585,4808,165559,2753,0,4939,13,160620,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207599,977680,51488,7853,156384,unavailable,2.57,45492,5845320,22992140,32939552,VM level,25962609,94160
2018_12_12__19_29_33.json,59,15122478408,16988112617,19073514716,39311022356,19004675807,19716001072,15964488261,10651249016,155742802741,1087,14275,0,0,186679296,6bad1904105c,3853910016,3849023488,Container level,25962609,94160,11,8,1544642973,Process level,1183234,567762,2300.105,585,4809,165919,2753,0,4960,13,160959,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207599,977688,51488,7854,156384,unavailable,2.57,45492,5845328,22993912,32939552,VM level,25962609,94160
2018_12_12__19_29_34.json,60,15728123739,17579374698,19865992896,39790208084,19109093514,20271663118,16142708351,10991560168,159392893693,1105,14611,0,0,186683392,6bad1904105c,3853910016,3849654272,Container level,25962609,94160,11,8,1544642974,Process level,1185435,568344,2300.105,585,4809,166274,2753,0,4982,13,161292,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207599,977792,51488,7862,156384,unavailable,2.57,45492,5845336,22993172,32939552,VM level,25962609,94160
2018_12_12__19_29_36.json,62,16742142163,17865457240,20623134153,39924519159,19179876038,20895480938,16274487957,11607969018,163023289255,1121,14951,0,0,186687488,6bad1904105c,3854319616,3847692288,Container level,25962609,94160,11,8,1544642976,Process level,1187623,568918,2300.105,585,4809,166627,2753,0,4997,13,161630,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207599,977800,51488,7863,156384,unavailable,2.61,45492,5845344,22994048,32939552,VM level,25962609,94160
2018_12_12__19_29_37.json,63,17567958811,18721148259,21361804184,40432988849,19245113587,21008929657,16341210842,12137868998,166727734610,1139,15299,0,0,186691584,6bad1904105c,3854319616,3848294400,Container level,25962609,94160,11,8,1544642977,Process level,1189860,569498,2300.105,585,4809,166994,2753,0,5015,13,161979,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207599,977808,51488,7864,156384,unavailable,2.61,45492,5845352,22994280,32939552,VM level,25962609,94160
2018_12_12__19_29_38.json,64,18326226949,19612988623,22326115144,40669437953,19323792852,21067774977,16422843922,12715879858,170382076310,1155,15640,0,0,186695680,6bad1904105c,3854319616,3848871936,Container level,25962609,94160,11,8,1544642978,Process level,1192103,570085,2300.105,585,4809,167352,2753,0,5032,13,162320,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207599,977816,51488,7865,156388,unavailable,2.61,45492,5845360,22994468,32939552,VM level,25962609,94160
2018_12_12__19_29_39.json,65,19049980602,20332742868,23300109495,41051869146,19394523197,21131847934,16488336795,13324665423,173975510404,1171,15977,0,0,186699776,6bad1904105c,3854319616,3848302592,Container level,25962609,94160,11,8,1544642979,Process level,1194853,570672,2300.105,585,4810,167709,2753,0,5051,13,162658,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207607,977824,51489,7866,156388,unavailable,2.61,45496,5845372,22994636,32939552,VM level,25962609,94160
2018_12_12__19_29_40.json,66,19854217117,21250331666,24019558870,41636315232,19464986147,21205770326,16566654207,13654796957,177562892064,1190,16313,0,0,186703872,6bad1904105c,3854319616,3848990720,Container level,25962609,94160,11,8,1544642980,Process level,1197003,571262,2300.105,585,4810,168064,2753,0,5069,13,162995,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207607,977832,51489,7867,156388,unavailable,2.64,45496,5845380,22993616,32939552,VM level,25962609,94160
2018_12_12__19_29_42.json,68,20917076190,21967539937,24781351512,42210719967,19513970500,21274719605,16634803405,13928662780,181138941275,1210,16647,0,0,186707968,6bad1904105c,3854319616,3849129984,Container level,25962609,94160,11,8,1544642982,Process level,1199208,571849,2300.105,585,4810,168420,2753,0,5091,13,163329,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207607,977840,51489,7868,156388,unavailable,2.64,45496,5845388,22992844,32939552,VM level,25962609,94160
2018_12_12__19_29_43.json,69,21692915121,22864216446,25535141780,42638732215,19580623067,21360341471,16703903287,14471708273,184747502073,1230,16982,0,0,186712064,6bad1904105c,3854319616,3848613888,Container level,25962609,94160,11,8,1544642983,Process level,1201465,572434,2300.105,585,4810,168777,2753,0,5110,13,163667,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207607,977848,51489,7869,156388,unavailable,2.64,45496,5845396,22994124,32939552,VM level,25962609,94160
2018_12_12__19_29_44.json,70,22549722992,23361367532,26142128239,43534253059,19672987803,21871313913,16762099993,14594730143,188400117989,1253,17322,0,0,186716160,6bad1904105c,3854319616,3849469952,Container level,25962609,94160,11,8,1544642984,Process level,1203633,573026,2300.105,585,4811,169134,2753,0,5131,13,164003,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207607,977856,51489,7870,156388,unavailable,2.64,45496,5845404,22994312,32939552,VM level,25962609,94160
2018_12_12__19_29_45.json,71,22839582537,24421164309,26457683215,44195095449,20275539223,21975215163,17255739008,14671547408,192002638037,1276,17656,0,0,186720256,6bad1904105c,3854319616,3849850880,Container level,25962609,94160,11,8,1544642985,Process level,1205826,573612,2300.105,585,4811,169496,2753,0,5156,13,164340,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207607,977864,51489,7871,156388,unavailable,2.67,45496,5845412,22994080,32939552,VM level,25962609,94160
2018_12_12__19_29_46.json,72,23426515553,25139457650,26748899551,45146654394,20608904142,22044797054,17855113861,14745858995,195625758663,1296,17997,0,0,186724352,6bad1904105c,3854811136,3850903552,Container level,25962609,94160,11,8,1544642986,Process level,1208070,574188,2300.105,585,4811,169854,2753,0,5174,13,164680,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207607,977872,51489,7872,156388,unavailable,2.67,45496,5845420,22993036,32939552,VM level,25962609,94160
2018_12_12__19_29_48.json,74,24059055152,25902210025,27351619466,45923688425,20869538953,22139794768,18419249723,14822019679,199385393357,1319,18348,0,0,186728448,6bad1904105c,3854811136,3847942144,Container level,25962609,94160,11,8,1544642988,Process level,1210227,574761,2300.105,585,4811,170231,2753,0,5198,13,165033,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207607,977880,51489,7873,156388,unavailable,2.67,45496,5845428,22993136,32939552,VM level,25962609,94160
2018_12_12__19_29_49.json,75,24622503179,26970185579,27478620764,46829924077,20942731686,22205990134,19149859296,14890663107,203000813614,1339,18688,0,0,186732544,6bad1904105c,3854811136,3848802304,Container level,25962609,94160,11,8,1544642989,Process level,1212448,575348,2300.105,585,4811,170590,2753,0,5220,13,165370,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207607,977888,51489,7874,156388,unavailable,2.67,45496,5845436,22993696,32939552,VM level,25962609,94160
2018_12_12__19_29_50.json,76,25102115009,27804544594,27561163456,47612172761,21549065149,22289456559,20070392593,14957188311,206856802852,1356,19048,0,0,186736640,6bad1904105c,3854811136,3850448896,Container level,25962609,94160,11,8,1544642990,Process level,1214591,575914,2300.105,585,4812,170969,2753,0,5238,13,165731,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207607,977896,51489,7875,156388,unavailable,2.67,45496,5845444,22994120,32939552,VM level,25962609,94160
2018_12_12__19_29_51.json,77,25317894390,28561173150,27620640403,48419823484,22136703671,22357626508,21127330378,15032208363,210486356747,1379,19387,0,0,186740736,6bad1904105c,3854811136,3849187328,Container level,25962609,94160,11,8,1544642991,Process level,1216737,576501,2300.105,585,4812,171328,2753,0,5258,13,166070,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207607,977904,51489,7876,156388,unavailable,2.77,45496,5845452,22993904,32939552,VM level,25962609,94160
2018_12_12__19_29_52.json,78,25743649951,29338216271,27690968634,49453671737,22519809998,22459236782,21843021384,15090151371,214053733093,1393,19723,0,0,186744832,6bad1904105c,3854811136,3850166272,Container level,25962609,94160,11,8,1544642992,Process level,1218970,577088,2300.105,585,4812,171677,2753,0,5273,13,166404,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207607,977912,51489,7877,156388,unavailable,2.77,45496,5845460,22994220,32939552,VM level,25962609,94160
2018_12_12__19_29_53.json,79,26638881122,29448857772,28259257167,50129711791,22730318390,23041570218,22283580274,15160620010,217625660711,1409,20061,0,0,186748928,6bad1904105c,3854811136,3850899456,Container level,25962609,94160,11,8,1544642993,Process level,1221118,577676,2300.105,585,4812,172035,2753,0,5291,13,166744,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207607,977920,51489,7878,156388,unavailable,2.77,45496,5845468,22992972,32939552,VM level,25962609,94160
2018_12_12__19_29_55.json,81,26874871227,30300653987,28501966932,50937864572,23368570377,23130809339,22867142856,15242208640,221145362156,1428,20390,0,0,186753024,6bad1904105c,3854819328,3849515008,Container level,25962609,94160,11,8,1544642995,Process level,1223346,578263,2300.105,585,4813,172383,2753,0,5309,13,167074,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207607,977928,51489,7879,156388,unavailable,2.77,45496,5845476,22993692,32939552,VM level,25962609,94160
2018_12_12__19_29_56.json,82,26958661546,30854191640,28856288271,51823630527,23959697289,23631694398,23457090868,15316218603,224755156478,1446,20728,0,0,186757120,6bad1904105c,3854819328,3849551872,Container level,25962609,94160,11,8,1544642996,Process level,1225601,578853,2300.105,585,4813,172739,2753,0,5328,13,167411,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6853,102968,11207607,977936,51489,7880,156392,unavailable,2.79,45496,5845484,22994920,32939552,VM level,25962609,94160
2018_12_12__19_29_57.json,83,27449520899,31449322775,29455228611,52691704536,24484306539,23821842924,23771420988,15390620483,228424400636,1468,21070,0,0,186761216,6bad1904105c,3854819328,3849261056,Container level,25962609,94160,11,8,1544642997,Process level,1227802,579438,2300.105,585,4813,173104,2753,0,5350,13,167754,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6872,102968,11207607,978112,51489,7883,156396,unavailable,2.79,45504,5845484,22993288,32939552,VM level,25962609,94160
2018_12_12__19_29_58.json,84,28056656059,31975832313,30055729467,53569792731,24685032497,24313556462,24068875460,15461314957,232098032247,1485,21415,0,0,186765312,6bad1904105c,3854819328,3848134656,Container level,25962609,94160,11,8,1544642998,Process level,1230036,580014,2300.105,585,4813,173465,2753,0,5367,13,168098,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6872,102968,11207607,978120,51489,7884,156396,unavailable,2.79,45504,5845500,22994408,32939552,VM level,25962609,94160
2018_12_12__19_29_59.json,85,28534391138,32152524379,30619481403,54372728395,25138674891,24913350248,24118881504,15520526651,235327458793,1504,21712,0,0,186769408,6bad1904105c,3854819328,3798126592,Container level,25962609,94160,3,8,1544642999,Process level,1232481,580627,2300.105,585,4813,173788,2753,0,5386,13,168402,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6872,102968,11207607,978128,51489,7885,156396,unavailable,2.79,45504,5845508,23055208,32939552,VM level,25962609,94160
2018_12_12__19_30_00.json,86,28554192487,33231921384,30641759366,54388154214,25159477523,24944695300,24139478816,15539027296,236551313884,1515,21822,0,0,186773504,6bad1904105c,3854819328,3837628416,Container level,25962609,94160,3,8,1544643000,Process level,1233889,581372,2300.105,585,4814,173909,2753,0,5397,13,168512,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978736,51489,7930,156400,unavailable,2.65,45504,5845508,23009804,32939552,VM level,25962609,94160
2018_12_12__19_30_02.json,88,28571781419,34314493229,30661357964,54406787952,25178006827,24972639761,24159796732,15557159175,237774854442,1530,21927,0,0,186777600,6bad1904105c,4066861056,4066111488,Container level,25962609,94160,3,8,1544643002,Process level,1235140,582116,2300.105,585,4814,174030,2753,0,5413,13,168617,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978744,51489,7931,156400,unavailable,2.65,45504,5845512,22787368,32939552,VM level,25962609,94160
2018_12_12__19_30_03.json,89,28587687658,35394738136,30682524131,54425087167,25195028428,24998830115,24183813323,15578681259,239000127526,1549,22029,0,0,186781696,6bad1904105c,4237869056,4237697024,Container level,25962609,94160,3,8,1544643003,Process level,1236340,582860,2300.105,585,4814,174150,2753,0,5431,13,168719,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978752,51489,7932,156400,unavailable,2.65,45504,5845516,22622620,32939552,VM level,25962609,94160
2018_12_12__19_30_04.json,90,28606620619,36475464816,30702188091,54441544092,25213594546,25027622543,24203783463,15598790735,240226342742,1560,22140,0,0,186785792,6bad1904105c,4260388864,4260007936,Container level,25962609,94160,3,8,1544643004,Process level,1237602,583605,2300.105,585,4814,174272,2753,0,5443,13,168829,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978760,51489,7933,156400,unavailable,2.65,45504,5845520,22596640,32939552,VM level,25962609,94160
2018_12_12__19_30_05.json,91,28623349479,37555226153,30723339982,54463078366,25234252810,25052825409,24224176423,15614799415,241445261617,1567,22252,0,0,186789888,6bad1904105c,4261449728,4259094528,Container level,25962679,94160,3,8,1544643005,Process level,1238803,584349,2300.105,585,4814,174392,2753,0,5450,13,168942,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978768,51489,7934,156400,unavailable,2.65,45504,5845524,22595468,32939552,VM level,25962679,94160
2018_12_12__19_30_06.json,92,28642670176,38634393453,30744142615,54482377459,25251387484,25078189861,24244097860,15637130404,242667686392,1576,22364,0,0,186793984,6bad1904105c,4262137856,4261982208,Container level,25962679,94160,3,8,1544643006,Process level,1240070,585092,2300.105,585,4814,174513,2753,0,5459,13,169054,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978776,51489,7935,156400,unavailable,2.52,45504,5845528,22595192,32939552,VM level,25962679,94160
2018_12_12__19_30_07.json,93,28672121005,39703989316,30761845330,54501637898,25270722429,25104302000,24265686871,15652879375,243890238824,1587,22476,0,0,186798080,6bad1904105c,4262821888,4261560320,Container level,25962679,94160,3,8,1544643007,Process level,1241277,585837,2300.105,585,4814,174635,2753,0,5470,13,169165,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978784,51489,7936,156400,unavailable,2.52,45504,5845532,22594656,32939552,VM level,25962679,94160
2018_12_12__19_30_08.json,94,28690481219,40783572744,30784343821,54527956471,25290461691,25124246007,24287671350,15672740546,245114953009,1596,22589,0,0,186802176,6bad1904105c,4262821888,4239863808,Container level,25962679,94160,3,8,1544643008,Process level,1242524,586581,2300.105,585,4814,174757,2753,0,5478,13,169279,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978792,51489,7937,156400,unavailable,2.52,45504,5845536,22612040,32939552,VM level,25962679,94160
2018_12_12__19_30_09.json,95,28711825357,41859864121,30804960782,54546734609,25315578299,25148356474,24308797503,15691584103,246343973233,1607,22701,0,0,186806272,6bad1904105c,4262821888,4241965056,Container level,25962679,94160,3,8,1544643009,Process level,1243736,587327,2300.105,585,4814,174879,2753,0,5488,13,169391,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978800,51489,7938,156400,unavailable,2.52,45504,5845540,22611968,32939552,VM level,25962679,94160
2018_12_12__19_30_10.json,96,28730237060,42935037379,30829999769,54567984386,25338551836,25177123376,24329425558,15710511417,247571329031,1617,22812,0,0,186810368,6bad1904105c,4262821888,4243755008,Container level,25962679,94160,3,8,1544643010,Process level,1245034,588072,2300.105,585,4815,175000,2753,0,5498,13,169502,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978808,51489,7939,156404,unavailable,2.39,45504,5845544,22611440,32939552,VM level,25962679,94160
2018_12_12__19_30_11.json,97,28751595301,44013654624,30849690924,54590787467,25357398391,25201710127,24351085300,15727145801,248796524053,1628,22925,0,0,186814464,6bad1904105c,4262821888,4241768448,Container level,25962679,94160,3,8,1544643011,Process level,1246292,588816,2300.105,585,4815,175124,2753,0,5510,13,169614,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978816,51489,7940,156404,unavailable,2.39,45504,5845548,22611764,32939552,VM level,25962679,94160
2018_12_12__19_30_12.json,98,28770260642,45097653247,30869434455,54609045278,25382445279,25222913943,24369414329,15744864689,250019262250,1636,23037,0,0,186818560,6bad1904105c,4262821888,4243836928,Container level,25962679,94160,3,8,1544643012,Process level,1247530,589560,2300.105,585,4815,175246,2753,0,5519,13,169727,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978824,51489,7941,156404,unavailable,2.39,45504,5845552,22610916,32939552,VM level,25962679,94160
2018_12_12__19_30_13.json,99,28791414070,46180238221,30886912800,54627824231,25402781344,25247704852,24389155948,15764857566,251245539355,1646,23148,0,0,186822656,6bad1904105c,4262821888,4244586496,Container level,25962679,94160,3,8,1544643013,Process level,1248725,590304,2300.105,585,4815,175367,2753,0,5528,13,169839,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978832,51489,7942,156404,unavailable,2.39,45504,5845556,22611392,32939552,VM level,25962679,94160
2018_12_12__19_30_15.json,101,28813169078,47260861441,30906861669,54645837612,25424544136,25272810720,24408040461,15782734654,252468471604,1655,23259,0,0,186826752,6bad1904105c,4262821888,4240248832,Container level,25962679,94160,3,8,1544643015,Process level,1250004,591049,2300.105,585,4815,175487,2753,0,5539,13,169948,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978840,51489,7943,156404,unavailable,2.39,45504,5845560,22611792,32939552,VM level,25962679,94160
2018_12_12__19_30_16.json,102,28832376006,48342980875,30924427928,54667188786,25448764914,25300872177,24426698812,15800160584,253696396463,1664,23370,0,0,186830848,6bad1904105c,4262821888,4242751488,Container level,25962679,94160,3,8,1544643016,Process level,1251211,591795,2300.105,585,4815,175607,2753,0,5547,13,170060,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978848,51489,7944,156404,unavailable,2.28,45504,5845564,22612052,32939552,VM level,25962679,94160
2018_12_12__19_30_17.json,103,28853101838,49426980174,30943334333,54685789075,25467080455,25324469767,24446229052,15820504177,254921238237,1674,23481,0,0,186834944,6bad1904105c,4262821888,4243685376,Container level,25962679,94160,3,8,1544643017,Process level,1252502,592539,2300.105,585,4815,175728,2753,0,5557,13,170171,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978856,51489,7945,156404,unavailable,2.28,45504,5845568,22611796,32939552,VM level,25962679,94160
2018_12_12__19_30_18.json,104,28875575632,50504530812,30959703649,54704337650,25484519592,25349302926,24463279909,15848743881,256144362582,1682,23593,0,0,186839040,6bad1904105c,4262821888,4242751488,Container level,25962679,94160,3,8,1544643018,Process level,1253746,593284,2300.105,585,4815,175847,2753,0,5565,13,170282,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978864,51489,7946,156404,unavailable,2.28,45504,5845572,22611424,32939552,VM level,25962679,94160
2018_12_12__19_30_19.json,105,28891750695,51578397884,30983530435,54726601782,25504151894,25371874831,24480914777,15870321451,257365522627,1690,23705,0,0,186843136,6bad1904105c,4262821888,4239613952,Container level,25962679,94160,3,8,1544643019,Process level,1254962,594028,2300.105,585,4815,175970,2753,0,5574,13,170396,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978872,51489,7947,156404,unavailable,2.28,45504,5845576,22612240,32939552,VM level,25962679,94160
2018_12_12__19_30_20.json,106,28917680138,52655707225,31000238708,54746294341,25527379508,25395862959,24498678543,15888344189,258583704962,1697,23816,0,0,186847232,6bad1904105c,4262821888,4244295680,Container level,25962679,94160,3,8,1544643020,Process level,1256180,594770,2300.105,585,4815,176087,2753,0,5580,13,170507,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978880,51489,7948,156404,unavailable,2.28,45504,5845580,22611380,32939552,VM level,25962679,94160
2018_12_12__19_30_21.json,107,28935308450,53734412554,31022041913,54764460692,25547014542,25416456896,24519353080,15909732035,259807035450,1704,23929,0,0,186851328,6bad1904105c,4262821888,4244013056,Container level,25962679,94160,3,8,1544643021,Process level,1257412,595514,2300.105,585,4816,176207,2753,0,5588,13,170619,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978888,51489,7949,156404,unavailable,2.18,45504,5845584,22611228,32939552,VM level,25962679,94160
2018_12_12__19_30_22.json,108,28954989793,54816832671,31036445200,54784049898,25571377408,25444841418,24539429713,15928977205,261029789018,1712,24040,0,0,186855424,6bad1904105c,4262821888,4243898368,Container level,25962679,94160,3,8,1544643022,Process level,1258702,596257,2300.105,585,4816,176326,2753,0,5595,13,170731,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978896,51489,7950,156404,unavailable,2.18,45504,5845588,22611876,32939552,VM level,25962679,94160
2018_12_12__19_30_23.json,109,28973487120,55899093047,31054894779,54806425425,25587304182,25466798120,24561597009,15951846125,262255175879,1724,24150,0,0,186859520,6bad1904105c,4262821888,4241944576,Container level,25962679,94160,3,8,1544643023,Process level,1259994,597002,2300.105,585,4816,176447,2753,0,5606,13,170841,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978904,51489,7951,156404,unavailable,2.18,45504,5845592,22611256,32939552,VM level,25962679,94160
2018_12_12__19_30_24.json,110,28994852153,56977259155,31073371838,54829556479,25608421582,25492153466,24577700123,15971165131,263477500187,1735,24260,0,0,186863616,6bad1904105c,4262821888,4244258816,Container level,25962679,94160,3,8,1544643024,Process level,1261190,597746,2300.105,585,4816,176569,2753,0,5617,13,170952,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978912,51489,7952,156404,unavailable,2.18,45504,5845596,22611336,32939552,VM level,25962679,94160
2018_12_12__19_30_25.json,111,29016909727,58051147630,31091517795,54847854313,25627041442,25518114881,24600911057,15988754328,264700314157,1744,24373,0,0,186867712,6bad1904105c,4262821888,4244344832,Container level,25962679,94160,3,8,1544643025,Process level,1262484,598489,2300.105,585,4816,176692,2753,0,5627,13,171065,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978920,51489,7953,156404,unavailable,2.09,45504,5845600,22611636,32939552,VM level,25962679,94160
2018_12_12__19_30_26.json,112,29035590009,59130923654,31111067197,54869437380,25648604331,25545444663,24617320901,16009215894,265924587522,1752,24486,0,0,186871808,6bad1904105c,4262821888,4241231872,Container level,25962679,94160,3,8,1544643026,Process level,1263707,599233,2300.105,585,4816,176813,2753,0,5636,13,171177,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6877,102968,11207607,978928,51489,7954,156404,unavailable,2.09,45504,5845604,22611160,32939552,VM level,25962679,94160
2018_12_12__19_30_28.json,114,29057697194,60217128207,31133386925,54888826247,25668004215,25572588647,24633526041,16027696068,267150903776,1762,24599,0,0,186875904,6bad1904105c,4262821888,4242690048,Container level,25962679,94160,3,8,1544643028,Process level,1264939,599977,2300.105,585,4816,176934,2753,0,5645,13,171289,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6901,102968,11207607,979144,51489,7957,156404,unavailable,2.09,45512,5845608,22611144,32939552,VM level,25962679,94160
2018_12_12__19_30_29.json,115,29075935281,61298365498,31151725011,54906742835,25686912252,25599868630,24653836176,16050606643,268376509439,1772,24709,0,0,186880000,6bad1904105c,4262821888,4241010688,Container level,25962679,94160,3,8,1544643029,Process level,1266160,600722,2300.105,585,4816,177056,2753,0,5656,13,171400,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6901,102968,11207607,979152,51489,7958,156404,unavailable,2.09,45512,5845612,22611164,32939552,VM level,25962679,94160
2018_12_12__19_30_30.json,116,29092644146,62372190173,31169152443,54927413967,25710668551,25628288123,24675345826,16073618120,269606243790,1782,24821,0,0,186884096,6bad1904105c,4262821888,4243111936,Container level,25962679,94160,3,8,1544643030,Process level,1267405,601467,2300.105,585,4816,177177,2753,0,5665,13,171512,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6901,102968,11207607,979160,51489,7959,156404,unavailable,2.09,45512,5845616,22612472,32939552,VM level,25962679,94160
2018_12_12__19_30_31.json,117,29106012136,63451766121,31189681476,54947289604,25732881789,25655047425,24697086740,16094445639,270831866826,1789,24933,0,0,186888192,6bad1904105c,4262821888,4241846272,Container level,25962679,94160,3,8,1544643031,Process level,1268722,602211,2300.105,585,4817,177297,2753,0,5674,13,171623,Intel(R) Xeon(R) CPU E5-2686 v4 @ 2.30GHz,437,6901,102968,11207607,979168,51489,7960,156408,unavailable,2,45512,5845620,22611228,32939552,VM level,25962679,94160
